Source,Country,State,District,Year,Topic,Type,Indicator,Value
Tourism Statistics,India,Jammu And Kashmir,Anantnag,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,2.4
Tourism Statistics,India,Jammu And Kashmir,Anantnag,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Budgam,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.46
Tourism Statistics,India,Jammu And Kashmir,Budgam,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Baramulla,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,2.1566301283969653
Tourism Statistics,India,Jammu And Kashmir,Baramulla,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.9951858977099508
Tourism Statistics,India,Jammu And Kashmir,Doda,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.69
Tourism Statistics,India,Jammu And Kashmir,Doda,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Jammu,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.16
Tourism Statistics,India,Jammu And Kashmir,Jammu,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Kathua,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.22
Tourism Statistics,India,Jammu And Kashmir,Kathua,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Poonch,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Poonch,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Pulwama,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,2.35
Tourism Statistics,India,Jammu And Kashmir,Pulwama,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.5
Tourism Statistics,India,Jammu And Kashmir,Rajouri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.25
Tourism Statistics,India,Jammu And Kashmir,Rajouri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Srinagar,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,2.41
Tourism Statistics,India,Jammu And Kashmir,Srinagar,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,4.3
Tourism Statistics,India,Jammu And Kashmir,Udhampur,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.68
Tourism Statistics,India,Jammu And Kashmir,Udhampur,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Chandigarh,Chandigarh,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,3.29
Tourism Statistics,India,Chandigarh,Chandigarh,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,4.25
Tourism Statistics,India,Arunachal Pradesh,Changlang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Changlang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Dibang Valley,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Dibang Valley,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,East Kameng,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,East Kameng,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,East Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,East Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Kurung Kumey,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Kurung Kumey,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Lohit,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Lohit,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Lower Dibang Valley,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Lower Dibang Valley,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Lower Subansiri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.01
Tourism Statistics,India,Arunachal Pradesh,Lower Subansiri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Papum Pare,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.19
Tourism Statistics,India,Arunachal Pradesh,Papum Pare,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Tawang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Tawang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Upper Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Upper Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Upper Subansiri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Upper Subansiri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,West Kameng,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,West Kameng,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,West Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,West Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Kra Daadi,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Kra Daadi,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Namsai,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Namsai,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Kamle,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Kamle,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Lower Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Lower Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Pakke Kessang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Pakke Kessang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Leparada,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Leparada,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Shi Yomi,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Shi Yomi,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Dimapur,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Nagaland,Dimapur,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Nagaland,Kohima,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.33
Tourism Statistics,India,Nagaland,Kohima,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.7
Tourism Statistics,India,Nagaland,Mokokchung,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Mokokchung,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Mon,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Mon,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Phek,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.12
Tourism Statistics,India,Nagaland,Phek,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.24
Tourism Statistics,India,Nagaland,Tuensang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.01
Tourism Statistics,India,Nagaland,Tuensang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Wokha,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.01
Tourism Statistics,India,Nagaland,Wokha,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Zunheboto,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.06
Tourism Statistics,India,Nagaland,Zunheboto,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Peren,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Peren,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Kiphire,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Kiphire,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Nagaland,Noklak,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.01
Tourism Statistics,India,Nagaland,Noklak,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Manipur,Bishnupur,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.1
Tourism Statistics,India,Manipur,Bishnupur,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Manipur,Chandel,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Manipur,Chandel,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.83
Tourism Statistics,India,Manipur,Imphal East,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.09
Tourism Statistics,India,Manipur,Imphal East,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Manipur,Imphal West,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.06
Tourism Statistics,India,Manipur,Imphal West,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Manipur,Senapati,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Manipur,Senapati,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Manipur,Tamenglong,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Manipur,Tamenglong,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Manipur,Thoubal,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.01
Tourism Statistics,India,Manipur,Thoubal,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Manipur,Kakching,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.01
Tourism Statistics,India,Manipur,Kakching,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Manipur,Kangpokpi,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Manipur,Kangpokpi,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Manipur,Jiribam,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.09
Tourism Statistics,India,Manipur,Jiribam,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Manipur,Noney,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Manipur,Noney,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,
Tourism Statistics,India,Manipur,Tengnoupal,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Manipur,Tengnoupal,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.83
Tourism Statistics,India,Ladakh,Kargil,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,2.87
Tourism Statistics,India,Ladakh,Kargil,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.82
Tourism Statistics,India,Ladakh,Leh Ladakh,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,2.0
Tourism Statistics,India,Ladakh,Leh Ladakh,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Overnight visit of average domestic or foreign tourists,1.67
Tourism Statistics,India,Jammu And Kashmir,Anantnag,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.93
Tourism Statistics,India,Jammu And Kashmir,Anantnag,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Budgam,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.4
Tourism Statistics,India,Jammu And Kashmir,Budgam,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Baramulla,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,2.255859872030557
Tourism Statistics,India,Jammu And Kashmir,Baramulla,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,2.9903717954199016
Tourism Statistics,India,Jammu And Kashmir,Doda,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.41
Tourism Statistics,India,Jammu And Kashmir,Doda,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Jammu,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.25
Tourism Statistics,India,Jammu And Kashmir,Jammu,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Kathua,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.33
Tourism Statistics,India,Jammu And Kashmir,Kathua,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Poonch,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Poonch,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Pulwama,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,2.13
Tourism Statistics,India,Jammu And Kashmir,Pulwama,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Rajouri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,0.92
Tourism Statistics,India,Jammu And Kashmir,Rajouri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Jammu And Kashmir,Srinagar,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,2.22
Tourism Statistics,India,Jammu And Kashmir,Srinagar,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,5.5
Tourism Statistics,India,Jammu And Kashmir,Udhampur,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.03
Tourism Statistics,India,Jammu And Kashmir,Udhampur,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Chandigarh,Chandigarh,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,3.11
Tourism Statistics,India,Chandigarh,Chandigarh,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,2.33
Tourism Statistics,India,Arunachal Pradesh,Changlang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Changlang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Dibang Valley,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Dibang Valley,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,East Kameng,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,East Kameng,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,East Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,East Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Kurung Kumey,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Kurung Kumey,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Lohit,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Lohit,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Lower Dibang Valley,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Lower Dibang Valley,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Lower Subansiri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.04
Tourism Statistics,India,Arunachal Pradesh,Lower Subansiri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Papum Pare,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.05
Tourism Statistics,India,Arunachal Pradesh,Papum Pare,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Tawang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Tawang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Upper Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Upper Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Upper Subansiri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Upper Subansiri,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,West Kameng,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,West Kameng,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,West Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,West Siang,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
Tourism Statistics,India,Arunachal Pradesh,Kra Daadi,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Kra Daadi,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,
Tourism Statistics,India,Arunachal Pradesh,Namsai,"Calendar Year (Jan - Dec), 2014",Tourism Statistics,positive,Same day visit of average domestic or foreign tourists,1.0
