Source,Country,State,District,Year,Topic,Type,Indicator,Value
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Goa,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,2.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Gujarat,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,1.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Haryana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.4
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Himachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.5
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jammu and Kashmir,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jharkhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Karnataka,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,6.9
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Kerala,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,5.7
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Ladakh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Lakshadweep,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Madhya Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,3.9
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Maharashtra,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,17.6
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Manipur,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Meghalaya,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Mizoram,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Nagaland,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Odisha,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Puducherry,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Punjab,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,29.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Rajasthan,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,3.3
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Sikkim,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,1.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tamil Nadu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,5.5
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Telangana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.6
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tripura,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttar Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,4.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttarakhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,0.8
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,West Bengal,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage Share of Foreign Tourists ,3.3
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andaman and Nicobar Islands,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andhra Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,116.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Arunachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Assam,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,127.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Bihar,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,352.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chandigarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,196.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chhattisgarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,1.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Dadra and Nagar Haveli and Daman and Diu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Delhi,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,21348.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Goa,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,1057.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Gujarat,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,1429.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Haryana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Himachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,623.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jammu and Kashmir,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,14.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jharkhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,2673.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Karnataka,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,5441.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Kerala,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,1320.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Ladakh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,176.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Lakshadweep,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Madhya Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,1891.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Maharashtra,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,3075.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Manipur,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Meghalaya,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Mizoram,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Nagaland,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Odisha,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,777.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Puducherry,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Punjab,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Rajasthan,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,1564.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Sikkim,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tamil Nadu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,210979.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Telangana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,2265.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Tripura,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttar Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,62662.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Uttarakhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,West Bengal,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Number of Foreign Tourists to ASI Ticketed Monuments  ,587.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andaman and Nicobar Islands,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Andhra Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Arunachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Assam,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Bihar,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chandigarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Chhattisgarh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Dadra and Nagar Haveli and Daman and Diu,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Delhi,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,6.7
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Goa,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.3
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Gujarat,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.4
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Haryana,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Himachal Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.2
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jammu and Kashmir,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.0
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Jharkhand,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.8
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Karnataka,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,1.7
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Kerala,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.4
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Ladakh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.1
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Lakshadweep,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Madhya Pradesh,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,0.6
India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,India,Maharashtra,,"Calendar Year (Jan - Dec), 2022",India Tourism Statistics 2022 | Ministry of Tourism | Govt. of India 2022 | Ministry of Tourism | Govt. of India,positive,Percentage share of Foreign Tourists visits to  ASI Ticketed Monuments,1.0
